Title,Genre,Duration,Rating,Voting
December 31st Express,Comedy,1h 25m,6.7,260
Bull Run,Comedy,1h 37m,N/A,N/A
Yasam Koçu,Comedy,1h 35m,3.8,1.2K
Killer Babes,Comedy,1h 34m,3.5,282
Der Spitzname,Comedy,1h 30m,5.8,450
Once Upon a Christmas Wish,Comedy,1h 30m,6.1,311
Plastic Guns,Comedy,1h 35m,6.3,581
The Honest Candidate,Comedy,1h 36m,5.3,291
In Fidelity,Comedy,N/A,5.1,24
Local Kung Fu 3,Comedy,2h 16m,9.1,29
La petite vadrouille,Comedy,1h 36m,5.6,352
Suspended Time,Comedy,1h 45m,5.4,264
Sad Jokes,Comedy,1h 36m,6.6,65
Kakuda,Comedy,1h 56m,5.3,6.3K
Kill Me If You Dare,Comedy,1h 34m,4.6,1.3K
Boy Kaldag,Comedy,1h 34m,5,40
K-Pops!,Comedy,1h 54m,7.1,55
Honeymoonish,Comedy,1h 40m,5.3,1.5K
Puddysticks,Comedy,N/A,7.3,19
Successor,Comedy,2h 13m,6.8,1.2K
Mustafar Takes Los Angeles: A Live Staged Reading of Star Wars: Episode III,Comedy,2h 55m,7.8,21
Crust,Comedy,1h 42m,6.2,216
Clickbait: Unfollowed,Comedy,1h 30m,5,561
Doctor X: The Movie,Comedy,2h 8m,7.7,43
My Ex's Wedding,Comedy,1h 35m,8.5,43
One Night in Tokyo,Comedy,1h 35m,8.4,29
Koparan Kardesler,Comedy,N/A,2.4,51
Bairi,Comedy,2h 20m,7,495
Cat and Dog,Comedy,1h 26m,5.3,1K
Love Lies,Comedy,1h 54m,7.3,243
Nick and Nicky,Comedy,1h 52m,8.6,63
"Snow, Tea and Love 2: With a Little Luck",Comedy,1h 37m,3.9,256
Oflu Hoca 4,Comedy,1h 34m,5,28
Another Day in America,Comedy,N/A,8.9,82
Bocchi the Rock! Re:,Comedy,1h 30m,7.5,140
Lyubvi ne byvaet?,Comedy,1h 45m,5.4,151
Roti Kapda Romance,Comedy,2h 33m,7.5,2.5K
A Nice Jewish Boy,Comedy,1h 29m,6.2,299
Citizen Weiner,Comedy,N/A,8,49
"Maya, donne-moi un titre",Comedy,1h 1m,6.5,46
The Casagrandes Movie,Comedy,1h 29m,5.6,646
Agak Laen,Comedy,1h 59m,7.6,2.8K
Maybe Baby 2,Comedy,1h 45m,5.7,512
Hep Yek: Asiret,Comedy,1h 26m,2.3,196
Mord,Comedy,1h 24m,6.9,116
I Can't Live Without You,Comedy,1h 52m,5,787
Yall Drawn,Comedy,1h 30m,N/A,N/A
The Last Frenzy,Comedy,1h 47m,5.3,212
Sharmajee Ki Beti,Comedy,1h 56m,5.9,5.1K
Messy,Comedy,1h 30m,6.7,13
National Theatre Live: Nye,Comedy,2h 40m,8,250
Swargathile Katturumbu,Comedy,2h 19m,4.2,649
Jo Tera Hai Woh Mera Hai,Comedy,1h 41m,5.1,227
Umjolo: The Gone Girl,Comedy,1h 32m,4.4,263
3 Schmucks,Comedy,1h 31m,8.7,147
Mountain Shark,Comedy,1h 21m,5.1,96
U.S. Palmese,Comedy,2h,7.4,22
Vampire Zombies... From Space!,Comedy,1h 38m,7.6,59
(Un)lucky Sisters,Comedy,1h 22m,5.2,845
The Substance,Horror,2h 21m,7.3,275K
Nosferatu,Horror,2h 12m,7.3,175K
Heretic,Horror,1h 51m,7,115K
Presence,Horror,1h 24m,6.2,16K
Longlegs,Horror,1h 41m,6.6,177K
Alien: Romulus,Horror,1h 59m,7.1,236K
Smile 2,Horror,2h 7m,6.7,96K
MaXXXine,Horror,1h 43m,6.3,67K
Speak No Evil,Horror,1h 50m,6.8,91K
Abigail,Horror,1h 49m,6.6,94K
The Watchers,Horror,1h 42m,5.7,55K
Trap,Horror,1h 45m,5.8,128K
Terrifier 3,Horror,2h 5m,6.3,47K
The Rule of Jenny Pen,Horror,1h 44m,6.5,533
Oddity,Horror,1h 38m,6.7,40K
A Quiet Place: Day One,Horror,1h 39m,6.3,144K
Cuckoo,Horror,1h 42m,5.7,25K
I Saw the TV Glow,Horror,1h 40m,5.8,34K
Things Will Be Different,Horror,1h 42m,5.2,2.2K
Immaculate,Horror,1h 29m,5.8,51K
Don't Move,Horror,1h 32m,5.8,38K
In a Violent Nature,Horror,1h 34m,5.6,25K
The First Omen,Horror,1h 59m,6.5,63K
Grafted,Horror,1h 36m,5.6,2K
The Front Room,Horror,1h 34m,4.6,5.1K
Salem's Lot,Horror,1h 54m,5.6,33K
Apartment 7A,Horror,1h 47m,5.8,16K
Blackwater Lane,Horror,1h 48m,4.6,1.7K
The Shrouds,Horror,1h 59m,5.8,701
Time Cut,Horror,1h 31m,5,18K
The Damned,Horror,1h 29m,5.7,3.6K
The Strangers: Chapter 1,Horror,1h 31m,4.6,22K
Bagman,Horror,1h 33m,4.6,4.3K
The Deliverance,Horror,1h 52m,5.1,22K
Tarot,Horror,1h 32m,4.8,31K
Never Let Go,Horror,1h 41m,5.4,13K
Exhuma,Horror,2h 14m,6.9,22K
Little Bites,Horror,1h 45m,4.6,1.1K
MadS,Horror,1h 29m,6.4,6.8K
Bramayugam,Horror,2h 19m,7.8,14K
Winnie-the-Pooh: Blood and Honey 2,Horror,1h 33m,4.7,11K
Sumala,Horror,1h 52m,5.8,735
Die Alone,Horror,1h 31m,5.7,2.5K
Outbreak,Horror,1h 28m,4.5,791
Afraid,Horror,1h 24m,5.2,13K
Stream,Horror,2h 3m,5.6,6.5K
The Dead Thing,Horror,1h 34m,4.8,771
The Inheritance,Horror,1h 25m,4.7,2.8K
Lembayung,Horror,2h 3m,6.1,648
The Platform 2,Horror,1h 39m,4.9,39K
Humane,Horror,1h 33m,5.5,7K
Love Me Dead,Horror,1h 27m,6.5,31
The Devil's Bath,Horror,2h 1m,6.6,5.7K
Something in the Water,Horror,1h 26m,4.1,4.5K
Sting,Horror,1h 31m,5.7,16K
Succubus,Horror,1h 43m,4.6,1.1K
Night Swim,Horror,1h 38m,4.7,27K
Daddy's Head,Horror,1h 32m,5.6,4.6K
The Lost Daughter,Horror,1h 39m,5.8,274
V/H/S/Beyond,Horror,1h 54m,5.9,9.1K
Imaginary,Horror,1h 44m,4.7,17K
The Exorcism,Horror,1h 35m,4.2,11K
The Beast Within,Horror,1h 37m,4.2,4.4K
Blood Star,Horror,1h 37m,6.6,2K
A Sacrifice,Horror,1h 34m,5.1,5K
Lowlifes,Horror,1h 30m,6.2,6.2K
Hold Your Breath,Horror,1h 34m,5.3,8.3K
The Curse of the Necklace,Horror,1h 39m,4.5,940
The Soul Eater,Horror,1h 48m,5.9,2.4K
Outside,Horror,2h 22m,5.1,4.4K
Year 10,Horror,1h 36m,5.4,1.8K
The Wailing,Horror,1h 47m,6.1,974
Spin the Bottle,Horror,2h 4m,3.5,860
I Heart Willie,Horror,1h 28m,6.1,91
Shaitaan,Horror,2h 12m,6.5,54K
Pedro Páramo,Horror,2h 10m,6.3,2.8K
Hauntology,Horror,1h 43m,3.7,339
Curse of the Sin Eater,Horror,1h 30m,4.9,698
Shelby Oaks,Horror,1h 39m,6,236
Mom,Horror,1h 35m,5.2,155
Drained,Horror,1h 47m,4.6,272
Swap,Horror,1h 26m,2.9,322
We Bury the Dead,Horror,1h 34m,7.2,70
Handling the Undead,Horror,1h 37m,5.4,4.2K
Cellphone,Horror,1h 28m,3,691
House of Spoils,Horror,1h 41m,5,3.7K
Test Screening,Horror,1h 32m,6.8,63
Bad Fish,Horror,1h 24m,3.4,306
The Buildout,Horror,1h 10m,4.2,62
Night Talkers,Horror,1h 29m,4,76
You Can't Run Forever,Horror,1h 42m,4.5,4.2K
Believer,Horror,1h 48m,4.5,355
The Painted,Horror,1h 25m,4.8,251
Mr. Crocket,Horror,1h 28m,5.4,4.4K
Here After,Horror,1h 33m,4.1,1.3K
Sayuri,Horror,1h 48m,6.4,253
Shark Girl,Horror,1h 22m,2.6,133
The Depths,Horror,1h 28m,N/A,N/A
Chime,Horror,45m,6.4,2.2K
Out Come the Wolves,Horror,1h 26m,4.7,1.4K
Cinderella's Revenge,Horror,1h 25m,3.7,1.1K
Crescent City,Horror,1h 43m,3.9,1.3K
1978,Horror,1h 16m,5.5,151
Cinderella's Curse,Horror,1h 22m,3.3,1.3K
X Files,Horror,1h 14m,1.9,58
Freelance,Horror,1h 50m,4.8,299
Rippy,Horror,1h 23m,4.1,811
The Little Mermaid,Horror,1h 29m,3.8,138
The Ghost,Horror,1h 32m,7.5,74
Black Cab,Horror,1h 28m,4.2,1.6K
Are You There?,Horror,1h 28m,7.1,38
Milk & Serial,Horror,1h 2m,6.6,2.4K
The American Backyard,Horror,1h 47m,6.2,120
Witchboard,Horror,1h 55m,7.6,86
DarkGame,Horror,1h 40m,4.6,2.8K
Anatema,Horror,1h 31m,4.2,173
Queen of Bones,Horror,1h 30m,7.2,58
#AMFAD: All My Friends Are Dead,Horror,1h 31m,4.5,1.2K
Mononoke the Movie: The Phantom in the Rain,Horror,1h 29m,6.8,1.1K
Goldilocks and the Three Bears: Death and Porridge,Horror,1h 23m,2.4,1.4K
Sunrise,Horror,1h 33m,3.8,978
Bloodline Killer,Horror,1h 45m,3.8,4.4K
Ick,Horror,1h 27m,5.6,196
Dominion of Darkness,Horror,1h 36m,5.7,728
You Shall Not Sleep Tonight,Horror,1h 17m,4.1,328
Grave Torture,Horror,1h 57m,6.2,2.7K
Beezel,Horror,1h 21m,4.8,1.2K
The Monster Beneath Us,Horror,1h 43m,5.9,402
Mutants of Nature Cove,Horror,1h 28m,3.6,146
Conjuring the Cult,Horror,1h 33m,5.7,817
The Candy Store,Horror,1h 26m,4,67
The Demon Disorder,Horror,1h 26m,4.8,1.2K
Hell Hole,Horror,1h 32m,4.4,1.2K
Butchers Book Two: Raghorn,Horror,1h 28m,4.1,531
Amityville: Where the Echo Lives,Horror,1h 29m,1.5,256
Salve Maria,Horror,1h 51m,6.5,424
Model House,Horror,1h 25m,4,1.1K
Unnatural,Horror,1h 44m,5.1,85
True Fear,Horror,1h 32m,4.5,234
Perewangan,Horror,1h 49m,6.1,88
Devon,Horror,1h 12m,2.6,282
What Lurks Beneath,Horror,1h 42m,4.5,767
Bystanders,Horror,1h 22m,3.8,254
Down Below,Horror,1h 33m,2.8,176
We Are Wolves,Horror,1h 37m,3.5,255
Dead Mail,Horror,1h 46m,6.7,279
The Ceremony Is About to Begin,Horror,1h 10m,4.4,370
The Vampire Next Door,Horror,1h 50m,4.6,741
Heresy,Horror,1h 1m,6.9,265
Do Not Enter,Horror,1h 25m,5.3,524
Spring Garden,Horror,1h 30m,4.4,154
Animale,Horror,1h 38m,6,252
Black,Horror,1h 55m,7.1,2.7K
Went Up the Hill,Horror,1h 40m,6.9,75
Please Don't Feed the Children,Horror,1h 34m,5.5,66
Butchers Book Three: Bonesaw,Horror,1h 47m,5.4,57
Peripheral,Horror,1h 28m,9.4,22
There's a Zombie Outside,Horror,1h 15m,7,34
I'll Play Mother,Horror,1h 48m,5,71
What Happened to Suzy,Horror,1h 34m,6.6,58
Parvulos,Horror,1h 59m,6.7,284
Mona: Jinn-2,Horror,2h 4m,4.1,117
The Witch: Revenge,Horror,1h 40m,5.3,768
Witch,Horror,1h 47m,5.1,1.4K
Desert Road,Horror,1h 30m,6.7,154
Devils Stay,Horror,1h 35m,4.9,233
Cadi,Horror,2h 14m,6.3,4.3K
Consumed,Horror,1h 29m,3.7,576
Invasive,Horror,1h 37m,5.7,655
Huntress,Horror,1h 17m,2.9,79
#MissingCouple,Horror,1h 33m,5.3,454
Seeds,Horror,1h 22m,6.7,55
Silent Bite,Horror,1h 30m,3.7,483
Festival of the Living Dead,Horror,1h 28m,4.3,618
H. P. Lovecraft's the Old Ones,Horror,1h 24m,3.6,366
The Forbidden Camp: Mass Possession,Horror,1h 52m,6.1,240
Room Service,Horror,47m,3.9,289
The Corpse Washer,Horror,1h 47m,6.2,1.1K
The Bunker,Horror,1h 32m,7.1,41
Stupid Games,Horror,1h 26m,4.2,367
Turno Nocturno,Horror,1h 47m,5.8,228
Lost Angels,Horror,1h 36m,7.7,17
Go Away,Horror,N/A,4.3,168
Mulm,Horror,1h 38m,6.3,49
From Darkness,Horror,1h 35m,5,542
Cora,Horror,1h 40m,4.7,783
Bone Lake,Horror,1h 34m,6.9,41
Nokturno,Horror,1h 39m,3.7,205
A Desert,Horror,1h 43m,6.3,151
Possession: Kerasukan,Horror,1h 34m,3.5,271
Somnium,Horror,1h 32m,8.6,38
Strange Frequencies: Taiwan Killer Hospital,Horror,1h 31m,7.9,36
Do You See What I See,Horror,1h 49m,5.4,620
Frewaka,Horror,1h 43m,6.3,136
Amp House Massacre,Horror,1h 20m,3.9,164
Camp Pleasant Lake,Horror,1h 30m,3.3,2.4K
The Beldham,Horror,N/A,6.4,33
The Haunted Apartment,Horror,1h 43m,7.4,74
Invader,Horror,1h 10m,5.8,49
Horror in the High Desert 3: Firewatch,Horror,1h 28m,5.4,691
Curse of the Seven Oceans,Horror,1h 34m,5.8,134
Rita,Horror,1h 47m,5.8,263
Tantra,Horror,2h 16m,5.5,2.3K
Remnant,Horror,1h 52m,2.7,312
In Our Blood,Horror,1h 29m,6.8,44
Wanita Ahli Neraka,Horror,1h 35m,8.7,46
Life of Belle,Horror,1h 13m,5,629
"The Haunted, the Possessed and the Damned",Horror,1h 51m,2.8,43
Else,Horror,1h 40m,6.1,223
The Devil's Disciples,Horror,1h 22m,9.1,35
The Windigo,Horror,1h 25m,5,621
Kalinga,Horror,1h 56m,7.8,7.5K
Siccin 7,Horror,1h 34m,4.1,884
Cara,Horror,1h 36m,7.1,41
Pater Noster and the Mission of Light,Horror,N/A,7.3,122
Curse of the Naked Ghost Hunters,Horror,35m,5,11
Solvent,Horror,N/A,7.5,383
The Legend of Lake Hollow,Horror,1h 28m,3.7,481
House of Ashes,Horror,1h 35m,6.8,26
Monster Mash,Horror,1h 25m,3.5,411
Mister Sleep,Horror,1h 34m,3.4,167
The Hunted,Horror,1h 34m,5.1,363
Texas Cult House,Horror,N/A,8.2,21
Death's Sonata,Horror,1h 43m,7.7,244
Possessions,Horror,1h 29m,3.8,839
Family,Horror,1h 35m,7.6,30
Munkar,Horror,1h 27m,5.2,469
The Severed Sun,Horror,N/A,6.4,33
Its Name Was Mormo,Horror,1h 33m,3.8,111
Spithood,Horror,58m,5.8,1.1K
Delicate Arch,Horror,1h 25m,5.6,35
The Backrooms,Horror,1h 3m,N/A,N/A
Pasahero,Horror,2h,6.1,20
The Alien Report,Horror,1h 21m,4.6,148
The Redemption of Sin,Horror,1h 56m,7.1,56
Don't Make a Sound,Horror,1h 20m,4.6,27
Bury Your Dead,Horror,2h 8m,5.4,75
Obayifo Project,Horror,1h 11m,3.7,199
Replicator,Horror,1h 15m,4.3,95
Do Not Open,Horror,1h 31m,2.6,256
Chateau,Horror,1h 23m,3.9,250
History of Evil,Horror,1h 38m,3.4,815
Scared to Death,Horror,1h 38m,6.2,26
A Mother's Embrace,Horror,1h 30m,5.8,547
Hunting Matthew Nichols,Horror,1h 36m,9,44
Director's Cut,Horror,1h 30m,7.8,73
Dancing Village: The Curse Begins,Horror,2h 2m,5.7,4.1K
Demonte Colony 2,Horror,2h 24m,6.6,4.4K
The Moogai,Horror,1h 26m,5.5,138
Kromoleo,Horror,1h 20m,4.1,207
The Jack in the Box Rises,Horror,1h 32m,4.1,775
The Naughty List of Mr. Scrooge,Horror,1h 30m,4.5,190
Paranoia,Horror,1h 35m,4.1,350
Haze,Horror,1h 16m,7,42
A Savior Red,Horror,1h 27m,6.5,195
The Stalking,Horror,1h 12m,4.8,29
The Containment,Horror,N/A,N/A,N/A
Dinner with Leatherface,Horror,1h 46m,7.8,13
Ghost Game,Horror,1h 26m,3.4,271
Last Stop: Rocafort St.,Horror,1h 29m,4.1,439
Steamboat Willie: Blood on the Water,Horror,N/A,N/A,N/A
Portraits,Horror,1h 22m,4.9,43
Wineville,Horror,1h 40m,4.4,215
Bag of Lies,Horror,1h 36m,3.8,564
Strange Harvest: Occult Murder in the Inland Empire,Horror,1h 34m,6.6,63
The Cellar,Horror,1h 25m,5.8,160
Good Neighbours,Horror,1h 24m,3.2,158
"Spider Baby, or The Maddest Story Ever Told",Horror,1h 12m,5.2,84
Thaghut,Horror,1h 42m,5.9,269
The Sin,Horror,1h 43m,5.3,328
The Seductress from Hell,Horror,1h 42m,7,14
9 Windows,Horror,1h 22m,3.6,300
The Family Business,Horror,1h 29m,8.2,23
Name the Demon,Horror,1h 17m,3.5,158
Heretics,Horror,1h 23m,5.9,34
House on Haunted Hill,Horror,N/A,3,30
Spirit Whisker: The Revenant,Horror,1h 49m,5.5,41
Wake,Horror,1h 25m,3.4,260
Cursed,Horror,1h 21m,4.2,130
Invited,Horror,1h 11m,5.2,191
Black Spines,Horror,1h 40m,6.9,21
Dagr,Horror,1h 17m,4.5,2.7K
Happy Birthday Luci,Horror,N/A,9.4,55
Sorop,Horror,1h 43m,6.9,56
Aiden,Horror,1h 14m,2.6,116
The Blackwell Ghost 8,Horror,1h 9m,6.1,371
"Hemet, or the Landlady Don't Drink Tea",Horror,1h 29m,4.3,84
Followers,Horror,1h 14m,3.7,241
The Beast Inside,Horror,N/A,6.5,32
Whisper of the Witch,Horror,1h 35m,3.9,316
Vina: Before 7 Days,Horror,1h 40m,5.4,565
Terror of the Soul,Horror,N/A,N/A,N/A
The McKinney Family Home Videos,Horror,1h 8m,5.6,21
Sengkolo: Malam satu suro,Horror,1h 40m,6.1,43
Weekend Deadaway,Horror,N/A,5,76
Campton Manor,Horror,1h 23m,3.4,217
Pasar Setan,Horror,1h 36m,6.8,53
Pacific Fear,Horror,1h 25m,3.4,162
Daft State,Horror,N/A,6.4,40
Death Streamer,Horror,1h 12m,3,225
Las Tias,Horror,1h 27m,4.8,243
Killer Influence,Horror,1h 24m,2.8,251
The Carters,Horror,N/A,5.5,12
Winter Island,Horror,1h 42m,4.7,155
You Shouldn't Have Let Me In,Horror,1h 24m,4.1,174
Ghatikachalam,Horror,N/A,7,5
Mother Father Sister Brother Frank,Horror,1h 25m,7.4,102
Dracula: The Count's Kin,Horror,N/A,5,44
Bangsal Isolasi,Horror,1h 16m,4.7,146
THEDÆMON,Horror,1h 27m,6.9,37
Nearing Death,Horror,1h 36m,5.7,310
American Werewolf,Horror,1h 7m,3.1,95
Saint Catherine,Horror,1h 26m,5.8,47
The Waves of Madness,Horror,N/A,6.7,15
The Girl in the Trunk,Horror,1h 30m,3.3,337
Mandira,Horror,2h 1m,6,992
Zim Zim Ala Kazim,Horror,1h 40m,3.5,106
The Shadow,Horror,1h 30m,6.5,227
H.P. Lovecraft's the Shadow Over Innsmouth,Horror,N/A,7.7,12
The Book of the Witch,Horror,1h 13m,5.5,101
Hellhounds,Horror,1h 21m,3.4,169
Camp Blood 9: Bride of Blood,Horror,N/A,7,340
The Boys,Horror,2h 11m,4.7,135
The Last Nightmare Part One,Horror,50m,6.1,72
Skeletons in the Closet,Horror,1h 32m,3,560
Fright,Horror,1h 21m,6.8,54
Carnage for Christmas,Horror,1h 9m,4.5,334
Where is My Head?,Horror,1h 30m,6.8,80
Gacy: Serial Killer Next Door,Horror,1h 37m,3.3,473
Manipula,Horror,1h 34m,8,21
Five Friends,Horror,1h 52m,6.7,840
Tsunami Sharks,Horror,1h 10m,3.4,46
In the Belly of a Tiger,Horror,1h 31m,7.4,101
Tenants,Horror,1h 34m,5.9,77
Till Death Do Us Part,Horror,1h 48m,6.3,266
Scurry,Horror,1h 30m,7.7,21
Sattam En Kaiyil,Horror,2h 4m,8,2.2K
Air Fryer Slaughter,Horror,1h 30m,7,354
Oculus,Horror,1h 53m,6,15
Members Club,Horror,1h 30m,4.7,150
Devil,Horror,1h 58m,4.6,1.6K
Slashercise,Horror,58m,5.4,12
Dead Whisper,Horror,1h 28m,3.9,544
Lizzie Lazarus,Horror,1h 31m,4.5,91
Sakaratul Maut,Horror,1h 47m,5.5,146
The Thing,Horror,N/A,N/A,N/A
Z Zone,Horror,1h 23m,5.1,14
Ouija Castle,Horror,N/A,3.6,99
Inherit the Witch,Horror,1h 25m,3.2,49
Bogieville,Horror,1h 48m,5.7,323
Crispy,Horror,1h 16m,3.4,77
The Train of Death,Horror,1h 43m,4.7,658
Run!,Horror,1h 26m,3.5,99
200KG Vampire,Horror,1h 33m,5.2,29
Morena,Horror,1h 46m,8,50
Kryptic,Horror,1h 36m,6.4,92
Lord of Wolves,Horror,1h 27m,2.8,137
Pigman,Horror,N/A,3.7,68
OMG: O Manchi Ghost,Horror,2h 5m,5.2,585
Terrornet,Horror,1h 28m,3.8,79
The Killgrin,Horror,N/A,7.7,12
The Girl Who Cried Her Eyes Out,Horror,1h 34m,3.9,684
Broken Bird,Horror,1h 39m,5.8,118
Mystic Singer,Horror,1h 36m,4.8,234
Don't Open the Door,Horror,1h 27m,6.6,8.4K
My Boo,Horror,2h 5m,6.1,649
Jhamkudi,Horror,2h 31m,6.6,977
Don Dukun,Horror,1h 38m,7,48
A Stranger in the Woods,Horror,1h 24m,4.1,462
Aranmanai 4,Horror,2h 28m,5,2.3K
Tragic Waste,Horror,1h 17m,7.9,79
No Voltees,Horror,1h 34m,5.5,205
O Clube das Mulheres de Negócios,Horror,1h 35m,4.9,91
Scared Shitless,Horror,1h 16m,6.1,204
Hunters on a White Field,Horror,1h 40m,4.9,442
"Nanay, tatay",Horror,2h,7.6,40
Vertical,Horror,1h 51m,5.2,109
Advent,Horror,1h 17m,4.8,21
Valari,Horror,2h 15m,8,2.6K
Hunter of the Night,Horror,1h 30m,5.7,50
A Halloween Feast,Horror,1h 43m,5.5,777
Feet of Death,Horror,1h 46m,3.9,224
Deadly Culture: Final Mutation,Horror,1h 9m,2.7,49
This Never Happened,Horror,1h 30m,4.8,371
Hello Neighbor,Horror,N/A,7.9,15
The Night Curse of Reatrei,Horror,1h 35m,4.5,110
Rambut Kafan,Horror,1h 38m,4.7,80
The Clock,Horror,1h 20m,3.7,20
Camp Terror,Horror,1h 50m,4.7,36
Listen Carefully,Horror,1h 21m,3.4,135
Easter Bloody Easter,Horror,1h 43m,3.2,275
